,rallyid,frameid,strokeid,hitter,isserve,type,stroke,x_cabal,y_cabal,x_farah,y_farah,x_lopez,y_lopez,x_murray,y_murray,time
377,145,223486,3,Murray,False,volley,forehand,8.24,8.56,3.63,1.62,6.24,15.57,9.26,22.45,8048.8
378,145,223528,4,Cabal,False,volley,backhand,7.33,9.94,4.01,2.69,5.09,15.94,8.7,20.11,8050.4800000000005
379,146,224980,1,Murray,True,points,forehand,8.15,-0.03,2.54,-0.95,5.42,14.94,7.27,25.31,8108.56
380,147,225673,1,Murray,True,points,forehand,7.33,8.32,2.28,0.14,3.94,15.09,8.55,23.99,8136.280000000001
381,147,225715,2,Farah,False,topspin,backhand,7.78,8.03,1.75,1.54,4.75,15.58,9.0,20.65,8137.960000000001
382,148,231226,1,Farah,True,points,forehand,7.17,15.49,3.64,24.36,9.52,-1.1,3.71,2.66,8358.4
383,148,231260,2,Lopez,False,topspin,forehand,7.13,15.63,3.35,22.71,9.13,-0.09,3.73,2.79,8359.76
384,149,232347,1,Farah,True,points,forehand,4.92,17.3,8.65,28.74,8.6,2.9,2.22,0.11,8403.24
385,150,232852,1,Farah,True,points,forehand,4.62,17.15,8.19,28.62,8.25,8.27,2.47,1.42,8423.44
386,151,233985,1,Farah,True,points,forehand,5.76,18.42,7.42,29.79,8.81,2.27,2.33,0.83,8468.76
387,151,234017,2,Murray,False,topspin,backhand,5.57,18.18,7.57,27.39,8.89,2.15,1.86,1.01,8470.04
388,151,234045,3,Cabal,False,volley,backhand,5.24,18.18,8.33,25.74,9.1,2.15,2.0,1.33,8471.16
389,151,234115,4,Lopez,False,topspin,backhand,4.79,18.43,8.38,20.38,11.49,2.52,3.11,3.87,8473.959999999
390,151,234148,5,Farah,False,volley,backhand,4.95,18.93,9.72,19.83,11.47,1.85,3.05,3.55,8475.28
391,152,235092,1,Farah,True,points,forehand,7.39,17.6,3.56,27.8,9.53,-0.45,3.74,3.47,8513.04
392,152,235134,2,Lopez,False,topspin,backhand,7.4,18.08,3.37,25.46,10.38,1.52,3.74,3.4,8514.719999999
393,152,235180,3,Farah,False,volley,forehand,7.38,17.28,3.58,21.92,10.31,1.64,3.55,3.06,8516.559999999
394,152,235259,4,Lopez,False,topspin,forehand,8.16,18.98,4.41,19.1,11.07,2.62,2.71,2.87,8519.719999999
395,153,236339,1,Farah,True,points,forehand,4.92,17.62,6.18,28.77,8.18,2.7,1.94,0.55,8562.92
396,153,236375,2,Murray,False,topspin,backhand,5.18,17.54,6.0,27.05,8.37,2.54,2.01,0.92,8564.36
397,153,236401,3,Cabal,False,volley,forehand,5.84,16.91,4.85,24.56,8.48,2.5,2.07,1.04,8565.4
398,154,238043,1,Lopez,True,points,forehand,2.08,27.94,7.03,18.66,6.84,0.64,3.71,9.34,8631.08
399,155,238467,1,Lopez,True,points,forehand,1.95,27.45,6.9,18.33,6.84,0.64,3.67,9.14,8648.04
400,155,238509,2,Cabal,False,topspin,backhand,3.69,26.72,6.88,18.66,7.62,3.55,3.54,11.41,8649.719999999
401,155,238549,3,Lopez,False,volley,backhand,3.62,26.14,7.13,17.68,7.54,6.76,3.64,10.89,8651.32
402,155,238628,4,Cabal,False,volley,backhand,7.93,24.32,5.49,17.14,8.03,8.96,3.73,8.25,8654.480000000001
403,156,240165,1,Lopez,True,points,forehand,3.57,18.44,9.31,27.13,4.03,0.49,7.28,9.06,8715.959999999
404,156,240196,2,Farah,False,topspin,forehand,3.65,18.36,8.62,26.31,4.33,2.24,7.33,10.32,8717.2
405,156,240236,3,Lopez,False,volley,backhand,3.68,18.52,9.16,25.4,4.11,5.98,7.79,10.26,8718.799999999
406,156,240277,4,Cabal,False,volley,forehand,3.67,17.47,7.56,24.53,3.5,6.75,7.65,8.61,8720.44
407,156,240300,5,Murray,False,volley,backhand,3.7,16.03,7.33,22.67,4.27,6.19,6.96,8.13,8721.36
408,156,240333,6,Cabal,False,volley,backhand,5.11,15.94,7.17,20.03,4.24,6.44,7.13,5.75,8722.68
409,156,240361,7,Murray,False,topspin,backhand,5.28,15.29,6.42,18.91,3.53,6.53,6.25,5.6,8723.799999999
410,157,241994,1,Lopez,True,points,forehand,1.97,27.09,6.95,18.0,6.89,0.33,3.63,8.69,8789.12
411,158,243158,1,Lopez,True,points,forehand,3.54,18.64,9.48,28.11,3.87,0.82,7.33,9.31,8835.68
412,159,244003,1,Lopez,True,points,forehand,3.43,18.17,9.0,27.31,3.87,0.43,7.19,9.03,8869.480000000001
413,159,244032,2,Farah,False,lob,forehand,3.54,17.79,7.79,25.9,4.11,2.0,6.9,9.85,8870.640000000001
414,160,245314,1,Lopez,True,points,forehand,2.04,27.62,6.92,18.45,6.77,0.46,3.63,9.2,8921.92
415,160,245348,2,Cabal,False,topspin,backhand,3.62,26.81,6.97,18.52,7.41,2.58,3.62,11.16,8923.28
